x_over_lstar,density_noninteracting,density_before_vortex,density_after_vortex
-0.66666667,0.8007374,0.8007374,0.86412101
-0.61111111,0.82966905,0.82966905,0.88920303
-0.55555556,0.85699689,0.85699689,0.91216116
-0.5,0.8824969,0.8824969,0.93279527
-0.44444444,0.90595519,0.90595519,0.95092233
-0.38888889,0.92717098,0.92717098,0.96637916
-0.33333333,0.94595947,0.94595947,0.97902481
-0.27777778,0.96215449,0.96215449,0.98874274
-0.22222222,0.97561098,0.97561098,0.99544259
-0.16666667,0.98620712,0.98620712,0.99906157
-0.11111111,0.99384617,0.99384617,0.99956548
-0.055555556,0.99845798,0.99845798,0.99694918
0,1,1,0.99123675
0.055555556,0.99845798,0.99845798,0.98248107
0.11111111,0.99384617,0.99384617,0.97076301
0.16666667,0.98620712,0.98620712,0.95619022
0.22222222,0.97561098,0.97561098,0.93889545
0.27777778,0.96215449,0.96215449,0.91903454
0.33333333,0.94595947,0.94595947,0.8967841
0.38888889,0.92717098,0.92717098,0.87233889
0.44444444,0.90595519,0.90595519,0.84590897
0.5,0.8824969,0.8824969,0.81771674
0.55555556,0.85699689,0.85699689,0.78799379
0.61111111,0.82966905,0.82966905,0.75697779
0.66666667,0.8007374,0.8007374,0.72490934
0.72222222,0.77043309,0.77043309,0.69202894
0.77777778,0.7389913,0.7389913,0.65857401
0.83333333,0.70664828,0.70664828,0.62477619
0.88888889,0.67363846,0.67363846,0.59085874
0.94444444,0.64019168,0.64019168,0.5570343
1,0.60653066,0.60653066,0.52350285
1.0555556,0.57286868,0.57286868,0.49045002
1.1111111,0.53940751,0.53940751,0.4580457
1.1666667,0.50633562,0.50633562,0.42644297
1.2222222,0.47382673,0.47382673,0.39577736
1.2777778,0.44203862,0.44203862,0.36616642
1.3333333,0.41111229,0.41111229,0.33770958
1.3888889,0.38117139,0.38117139,0.31048834
1.4444444,0.35232195,0.35232195,0.28456663
1.5,0.32465247,0.32465247,0.25999149
1.5555556,0.2982341,0.2982341,0.23679388
1.6111111,0.27312123,0.27312123,0.21498974
1.6666667,0.24935221,0.24935221,0.19458108
1.7222222,0.22695019,0.22695019,0.17555726
1.7777778,0.20592425,0.20592425,0.1578963
1.8333333,0.18627046,0.18627046,0.14156628
1.8888889,0.16797324,0.16797324,0.12652667
1.9444444,0.15100654,0.15100654,0.1127297
2,0.13533528,0.13533528,0.10012173
2.0555556,0.12091659,0.12091659,0.08864448
2.1111111,0.10770115,0.10770115,0.078236262
2.1666667,0.095634445,0.095634445,0.068833075
2.2222222,0.084657989,0.084657989,0.060369638
2.2777778,0.074710413,0.074710413,0.052780309
2.3333333,0.065728529,0.065728529,0.045999899
2.3888889,0.057648269,0.057648269,0.039964376
2.4444444,0.050405533,0.050405533,0.034611467
2.5,0.043936934,0.043936934,0.029881158
2.5555556,0.038180434,0.038180434,0.025716085
2.6111111,0.033075891,0.033075891,0.022061849
2.6666667,0.028565501,0.028565501,0.018867231
2.7222222,0.024594144,0.024594144,0.016084338
2.7777778,0.021109656,0.021109656,0.01366868
2.8333333,0.018063013,0.018063013,0.01157918
2.8888889,0.015408446,0.015408446,0.0097781462
2.9444444,0.013103492,0.013103492,0.008231182
3,0.011108997,0.011108997,0.0069070784
3.0555556,0.0093890621,0.0093890621,0.0057776682
3.1111111,0.0079109598,0.0079109598,0.004817662
3.1666667,0.0066450114,0.0066450114,0.0040044705
3.2222222,0.0055644451,0.0055644451,0.0033180152
3.2777778,0.0046452339,0.0046452339,0.0027405368
3.3333333,0.0038659204,0.0038659204,0.0022564014
3.3888889,0.0032074346,0.0032074346,0.0018519105
3.4444444,0.0026529088,0.0026529088,0.0015151163
3.5,0.0021874918,0.0021874918,0.0012356451
3.5555556,0.0017981676,0.0017981676,0.0010045295
3.6111111,0.0014735795,0.0014735795,0.00081405231
3.6666667,0.0012038619,0.0012038619,0.00065760024
3.7222222,0.00098048196,0.00098048196,0.00052953063
3.7777778,0.00079609061,0.00079609061,0.00042504915
3.8333333,0.00064438535,0.00064438535,0.00034009925
3.8888889,0.00051998351,0.00051998351,0.00027126285
3.9444444,0.000418307,0.000418307,0.0002156716
4,0.00033547786,0.00033547786,0.00017092828
4.0555556,0.00026822448,0.00026822448,0.00013503749
4.1111111,0.0002137979,0.0002137979,0.00010634493
4.1666667,0.0001698975,0.0001698975,8.3484604e-05
4.2222222,0.00013460562,0.00013460562,6.5333063e-05
4.2777778,0.00010633018,0.00010633018,5.0970028e-05
4.3333333,8.3754801e-05,8.3754801e-05,3.9644705e-05
4.3888889,6.5795625e-05,6.5795625e-05,3.0747093e-05
4.4444444,5.1564106e-05,5.1564106e-05,2.3783712e-05
4.5,4.0335255e-05,4.0335255e-05,1.8357162e-05
4.5555556,3.152064e-05,3.152064e-05,1.4149036e-05
4.6111111,2.4645619e-05,2.4645619e-05,1.0905716e-05
4.6666667,1.9330305e-05,1.9330305e-05,8.4266663e-06
4.7222222,1.5273806e-05,1.5273806e-05,6.5548696e-06
4.7777778,1.2241343e-05,1.2241343e-05,5.1691097e-06
4.8333333,1.0053924e-05,1.0053924e-05,4.1778498e-06
4.8888889,8.5802689e-06,8.5802689e-06,3.5144976e-06
4.9444444,7.7307711e-06,7.7307711e-06,3.133891e-06
5,7.4533063e-06,7.4533063e-06,3.0098762e-06
5.0555556,7.7307711e-06,7.7307711e-06,3.133891e-06
5.1111111,8.5802689e-06,8.5802689e-06,3.5144976e-06
5.1666667,1.0053924e-05,1.0053924e-05,4.1778498e-06
5.2222222,1.2241343e-05,1.2241343e-05,5.1691097e-06
5.2777778,1.5273806e-05,1.5273806e-05,6.5548697e-06
5.3333333,1.9330305e-05,1.9330305e-05,8.4266663e-06
5.3888889,2.4645619e-05,2.4645619e-05,1.0905716e-05
5.4444444,3.152064e-05,3.152064e-05,1.4149036e-05
5.5,4.0335255e-05,4.0335255e-05,1.8357162e-05
5.5555556,5.1564106e-05,5.1564106e-05,2.3783712e-05
5.6111111,6.5795625e-05,6.5795625e-05,3.0747093e-05
5.6666667,8.3754801e-05,8.3754801e-05,3.9644705e-05
5.7222222,0.00010633018,0.00010633018,5.0970028e-05
5.7777778,0.00013460562,0.00013460562,6.5333063e-05
5.8333333,0.0001698975,0.0001698975,8.3484604e-05
5.8888889,0.0002137979,0.0002137979,0.00010634493
5.9444444,0.00026822448,0.00026822448,0.00013503749
6,0.00033547786,0.00033547786,0.00017092828
6.0555556,0.000418307,0.000418307,0.0002156716
6.1111111,0.00051998351,0.00051998351,0.00027126285
6.1666667,0.00064438535,0.00064438535,0.00034009925
6.2222222,0.00079609061,0.00079609061,0.00042504915
6.2777778,0.00098048196,0.00098048196,0.00052953063
6.3333333,0.0012038619,0.0012038619,0.00065760024
6.3888889,0.0014735795,0.0014735795,0.00081405231
6.4444444,0.0017981676,0.0017981676,0.0010045295
6.5,0.0021874918,0.0021874918,0.0012356451
6.5555556,0.0026529088,0.0026529088,0.0015151163
6.6111111,0.0032074346,0.0032074346,0.0018519105
6.6666667,0.0038659204,0.0038659204,0.0022564014
6.7222222,0.0046452339,0.0046452339,0.0027405368
6.7777778,0.0055644451,0.0055644451,0.0033180152
6.8333333,0.0066450114,0.0066450114,0.0040044705
6.8888889,0.0079109598,0.0079109598,0.0048176621
6.9444444,0.0093890621,0.0093890621,0.0057776682
7,0.011108997,0.011108997,0.0069070784
7.0555556,0.013103492,0.013103492,0.008231182
7.1111111,0.015408446,0.015408446,0.0097781462
7.1666667,0.018063013,0.018063013,0.011579181
7.2222222,0.021109656,0.021109656,0.01366868
7.2777778,0.024594144,0.024594144,0.016084338
7.3333333,0.028565501,0.028565501,0.018867231
7.3888889,0.033075891,0.033075891,0.022061849
7.4444444,0.038180434,0.038180434,0.025716085
7.5,0.043936934,0.043936934,0.029881158
7.5555556,0.050405533,0.050405533,0.034611467
7.6111111,0.057648269,0.057648269,0.039964376
7.6666667,0.065728529,0.065728529,0.045999899
7.7222222,0.074710413,0.074710413,0.052780309
7.7777778,0.084657989,0.084657989,0.060369638
7.8333333,0.095634445,0.095634445,0.068833075
7.8888889,0.10770115,0.10770115,0.078236262
7.9444444,0.12091659,0.12091659,0.08864448
8,0.13533528,0.13533528,0.10012173
8.0555556,0.15100654,0.15100654,0.1127297
8.1111111,0.16797324,0.16797324,0.12652667
8.1666667,0.18627046,0.18627046,0.14156628
8.2222222,0.20592425,0.20592425,0.1578963
8.2777778,0.22695019,0.22695019,0.17555726
8.3333333,0.24935221,0.24935221,0.19458108
8.3888889,0.27312123,0.27312123,0.21498974
8.4444444,0.2982341,0.2982341,0.23679388
8.5,0.32465247,0.32465247,0.25999149
8.5555556,0.35232195,0.35232195,0.28456663
8.6111111,0.38117139,0.38117139,0.31048834
8.6666667,0.41111229,0.41111229,0.33770958
8.7222222,0.44203862,0.44203862,0.36616642
8.7777778,0.47382673,0.47382673,0.39577736
8.8333333,0.50633562,0.50633562,0.42644297
8.8888889,0.53940751,0.53940751,0.4580457
8.9444444,0.57286868,0.57286868,0.49045002
9,0.60653066,0.60653066,0.52350285
9.0555556,0.64019168,0.64019168,0.5570343
9.1111111,0.67363846,0.67363846,0.59085874
9.1666667,0.70664828,0.70664828,0.62477619
9.2222222,0.7389913,0.7389913,0.65857401
9.2777778,0.77043309,0.77043309,0.69202894
9.3333333,0.8007374,0.8007374,0.72490935
9.3888889,0.82966905,0.82966905,0.75697779
9.4444444,0.85699689,0.85699689,0.78799379
9.5,0.8824969,0.8824969,0.81771674
9.5555556,0.90595519,0.90595519,0.84590897
9.6111111,0.92717098,0.92717098,0.87233889
9.6666667,0.94595947,0.94595947,0.8967841
9.7222222,0.96215449,0.96215449,0.91903454
9.7777778,0.97561098,0.97561098,0.93889545
9.8333333,0.98620712,0.98620712,0.95619022
9.8888889,0.99384617,0.99384617,0.97076301
9.9444444,0.99845798,0.99845798,0.98248107
10,1,1,0.99123676
10.055556,0.99845798,0.99845798,0.99694918
10.111111,0.99384617,0.99384617,0.99956548
10.166667,0.98620712,0.98620712,0.99906157
10.222222,0.97561098,0.97561098,0.99544259
10.277778,0.96215449,0.96215449,0.98874274
10.333333,0.94595947,0.94595947,0.97902481
10.388889,0.92717098,0.92717098,0.96637916
10.444444,0.90595519,0.90595519,0.95092233
10.5,0.8824969,0.8824969,0.93279527
10.555556,0.85699689,0.85699689,0.91216117
10.611111,0.82966905,0.82966905,0.88920304
10.666667,0.8007374,0.8007374,0.86412101
10.722222,0.77043309,0.77043309,0.83712944
10.777778,0.7389913,0.7389913,0.80845387
10.833333,0.70664828,0.70664828,0.77832789
10.888889,0.67363846,0.67363846,0.74699005
10.944444,0.64019168,0.64019168,0.7146807
11,0.60653066,0.60653066,0.68163902
11.055556,0.57286868,0.57286868,0.64810017
11.111111,0.53940751,0.53940751,0.61429258
11.166667,0.50633562,0.50633562,0.5804355
11.222222,0.47382673,0.47382673,0.54673689
11.277778,0.44203862,0.44203862,0.51339145
11.333333,0.41111229,0.41111229,0.48057907
11.388889,0.38117139,0.38117139,0.44846357
11.444444,0.35232195,0.35232195,0.41719176
11.5,0.32465247,0.32465247,0.38689278
11.555556,0.2982341,0.2982341,0.35767781
11.611111,0.27312123,0.27312123,0.32964005
11.666667,0.24935221,0.24935221,0.30285495
11.722222,0.22695019,0.22695019,0.27738067
11.777778,0.20592425,0.20592425,0.25325888
11.833333,0.18627046,0.18627046,0.23051556
11.888889,0.16797324,0.16797324,0.20916209
11.944444,0.15100654,0.15100654,0.18919646
12,0.13533528,0.13533528,0.17060449
12.055556,0.12091659,0.12091659,0.15336117
12.111111,0.10770115,0.10770115,0.13743204
12.166667,0.095634445,0.095634445,0.12277453
12.222222,0.084657989,0.084657989,0.10933934
12.277778,0.074710413,0.074710413,0.097071674
12.333333,0.065728529,0.065728529,0.085912556
12.388889,0.057648269,0.057648269,0.075799948
12.444444,0.050405533,0.050405533,0.06666984
12.5,0.043936934,0.043936934,0.058457234
12.555556,0.038180434,0.038180434,0.051097017
12.611111,0.033075891,0.033075891,0.044524737
12.666667,0.028565501,0.028565501,0.03867727
12.722222,0.024594144,0.024594144,0.03349338
12.777778,0.021109656,0.021109656,0.028914185
12.833333,0.018063013,0.018063013,0.024883522
12.888889,0.015408446,0.015408446,0.021348223
12.944444,0.013103492,0.013103492,0.018258315
13,0.011108997,0.011108997,0.01556714
13.055556,0.0093890621,0.0093890621,0.013231413
13.111111,0.0079109597,0.0079109597,0.011211222
13.166667,0.0066450113,0.0066450113,0.0094699816
13.222222,0.005564445,0.005564445,0.0079743412
13.277778,0.0046452338,0.0046452338,0.0066940675
13.333333,0.0038659201,0.0038659201,0.0056018959
13.388889,0.0032074343,0.0032074343,0.0046733654
13.444444,0.0026529083,0.0026529083,0.0038866397
13.5,0.0021874911,0.0021874911,0.0032223206
13.555556,0.0017981667,0.0017981667,0.0026632577
13.611111,0.0014735781,0.0014735781,0.0021943592
13.666667,0.00120386,0.00120386,0.001802405
13.722222,0.00098047919,0.00098047919,0.0014758671
13.777778,0.00079608669,0.00079608669,0.0012047375
13.833333,0.00064437982,0.00064437982,0.00098036541
13.888889,0.00051997574,0.00051997574,0.00079530546
13.944444,0.00041829611,0.00041829611,0.00064317693
14,0.00033546263,0.00033546263,0.00051853436
14.055556,0.00026820326,0.00026820326,0.00041674967
14.111111,0.00021376842,0.00021376842,0.00033390561
14.166667,0.00016985668,0.00016985668,0.00026669996
14.222222,0.00013454925,0.00013454925,0.00021236016
14.277778,0.00010625259,0.00010625259,0.00016856758
14.333333,8.3648347e-05,8.3648347e-05,0.00013339086
14.388889,6.5650008e-05,6.5650008e-05,0.00010522747
14.444444,5.1365531e-05,5.1365531e-05,8.2752915e-05
14.5,4.0065297e-05,4.0065297e-05,6.4876687e-05
14.555556,3.115477e-05,3.115477e-05,5.0704355e-05
14.611111,2.4151288e-05,2.4151288e-05,3.9505101e-05
14.666667,1.8664469e-05,1.8664469e-05,3.0684034e-05
14.722222,1.4379725e-05,1.4379725e-05,2.3758727e-05
14.777778,1.1044475e-05,1.1044475e-05,1.8339411e-05
14.833333,8.456666e-06,8.456666e-06,1.4112343e-05
14.888889,6.4552469e-06,6.4552469e-06,1.0825912e-05
14.944444,4.9123141e-06,4.9123141e-06,8.2790694e-06
15,3.7266532e-06,3.7266532e-06,6.3117571e-06
