x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
-5,0,0
-4.95,0,0
-4.9,2.5132741e-05,1.8788443e-05
-4.85,8.3775804e-06,8.5207973e-06
-4.8,0,0
-4.75,7.5398224e-05,5.6365329e-05
-4.7,0,0
-4.65,2.5132741e-05,1.8788443e-05
-4.6,8.3775804e-06,8.5207973e-06
-4.55,3.3510322e-05,3.4083189e-05
-4.5,8.3775804e-06,8.5207973e-06
-4.45,3.3510322e-05,2.0262973e-05
-4.4,0.00016755161,6.0458541e-05
-4.35,5.0265482e-05,2.5708882e-05
-4.3,3.3510322e-05,2.0262973e-05
-4.25,3.3510322e-05,1.6136075e-05
-4.2,0.00010890855,5.1539349e-05
-4.15,0.00011728613,4.015357e-05
-4.1,0.00028483773,8.4677444e-05
-4.05,0.00026808257,8.832425e-05
-4,0.00035185838,9.5409841e-05
-3.95,0.00035185838,8.9730328e-05
-3.9,0.00046076692,8.4098928e-05
-3.85,0.00047752208,0.00010058325
-3.8,0.00058643063,0.00010423801
-3.75,0.00086289078,0.00014433412
-3.7,0.0008126253,0.00013575306
-3.65,0.0013655456,0.00018574691
-3.6,0.0011561061,0.00014738083
-3.55,0.0019184659,0.00020379397
-3.5,0.002395988,0.0002956098
-3.45,0.0023289674,0.00025997462
-3.4,0.0031415927,0.00029459599
-3.35,0.0037866663,0.00030638938
-3.3,0.0037782888,0.00033170784
-3.25,0.004691445,0.00030452063
-3.2,0.0053281411,0.00031686559
-3.15,0.0066015334,0.00034315982
-3.1,0.0076152206,0.00054690117
-3.05,0.0090142765,0.0003481143
-3,0.010011209,0.00050401024
-2.95,0.011544306,0.0004602101
-2.9,0.013429261,0.00056267749
-2.85,0.015515279,0.00052643796
-2.8,0.017676695,0.00067334937
-2.75,0.020709379,0.00071984871
-2.7,0.024362004,0.00081103767
-2.65,0.029170735,0.00088795793
-2.6,0.031549968,0.00094219501
-2.55,0.037824776,0.00099197876
-2.5,0.040388315,0.0013534756
-2.45,0.046126958,0.0010121399
-2.4,0.052577695,0.0010568395
-2.35,0.059698638,0.0012718005
-2.3,0.066869847,0.0011450187
-2.25,0.076194094,0.0014128239
-2.2,0.082284595,0.0016056408
-2.15,0.093158694,0.0018862783
-2.1,0.1017876,0.0016338523
-2.05,0.11425344,0.0017866202
-2,0.12518618,0.0016505163
-1.95,0.14323987,0.0019778505
-1.9,0.15454123,0.0015612314
-1.85,0.16998948,0.001966599
-1.8,0.18191078,0.0026700976
-1.75,0.20535963,0.0027495054
-1.7,0.22249178,0.0019253569
-1.65,0.24254771,0.002841673
-1.6,0.26348328,0.0025369945
-1.55,0.28469532,0.0027766968
-1.5,0.30545496,0.0025448572
-1.45,0.33721437,0.002701767
-1.4,0.36407289,0.0031978331
-1.35,0.38340835,0.0030728381
-1.3,0.41569554,0.0033307641
-1.25,0.44433849,0.0038533412
-1.2,0.46505624,0.0028799426
-1.15,0.49561766,0.0034469649
-1.1,0.53133966,0.0037764648
-1.05,0.55044892,0.003792349
-1,0.58731027,0.0040389636
-0.95,0.61559299,0.0033856816
-0.9,0.64301281,0.0032777045
-0.85,0.6766069,0.004331493
-0.8,0.70601221,0.0038561908
-0.75,0.7323597,0.004970947
-0.7,0.76641457,0.0047142168
-0.65,0.78779415,0.0041663559
-0.6,0.80432312,0.0037773282
-0.55,0.84369775,0.0058348208
-0.5,0.86767438,0.0047603812
-0.45,0.8816063,0.0042023211
-0.4,0.90864913,0.0049843327
-0.35,0.91898706,0.0047031309
-0.3,0.94121278,0.004638193
-0.25,0.95240523,0.0044631314
-0.2,0.95793443,0.0049134906
-0.15,0.97499956,0.0054230399
-0.1,0.99245844,0.0053073113
