x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
0.05,0.98992841,0.0038810544
0.1,0.98558882,0.0051143839
0.15,0.97907107,0.0042138369
0.2,0.97497443,0.0048026772
0.25,0.96204782,0.0061797862
0.3,0.95275709,0.0042530235
0.35,0.93591815,0.0048787235
0.4,0.92414765,0.0060698648
0.45,0.90168736,0.0048135962
0.5,0.888367,0.005025355
0.55,0.8609053,0.0042741862
0.6,0.83924087,0.0048102331
0.65,0.81404949,0.0049519411
0.7,0.78743392,0.0039459414
0.75,0.76658212,0.0043229881
0.8,0.73241834,0.004163681
0.85,0.70786366,0.0042053289
0.9,0.67439522,0.0042131726
0.95,0.64818177,0.0035862505
1,0.61813977,0.0039858897
1.05,0.58891039,0.0046517257
1.1,0.55908621,0.0044217772
1.15,0.52578532,0.0035276119
1.2,0.50030072,0.004122094
1.25,0.46900208,0.0036618106
1.3,0.43745212,0.0037871684
1.35,0.41183348,0.0033074673
1.4,0.38240304,0.0031871081
1.45,0.35920552,0.002914089
1.5,0.33187785,0.0026264315
1.55,0.31008776,0.0035383459
1.6,0.28744316,0.0025410668
1.65,0.26338275,0.0023198449
1.7,0.24762452,0.0022759633
1.75,0.22218181,0.0026797589
1.8,0.20324848,0.0024046318
1.85,0.18733108,0.002435738
1.9,0.16998948,0.0024135276
1.95,0.15517792,0.0019823928
2,0.13895055,0.0020207074
2.05,0.12948388,0.0021558215
2.1,0.11509958,0.0015746981
2.15,0.10843102,0.0018532732
2.2,0.092656039,0.0014345723
2.25,0.083926601,0.0014377415
2.3,0.074183475,0.0013986652
2.35,0.066585009,0.001189671
2.4,0.0598997,0.0015782165
2.45,0.053256279,0.0010042145
2.5,0.047626545,0.0010465808
2.55,0.041644952,0.0011817032
2.6,0.037741,0.001288542
2.65,0.030494393,0.0010442518
2.7,0.028048139,0.0010003365
2.75,0.023591266,0.00092546566
2.8,0.021379585,0.00067775209
2.85,0.018556341,0.00079958
2.9,0.016394925,0.00063916948
2.95,0.013429261,0.00042803611
3,0.012767433,0.00063168941
3.05,0.0098939225,0.00041733914
3.1,0.0084362235,0.00038145892
3.15,0.0071712088,0.00038146876
3.2,0.0060821234,0.00032689915
3.25,0.005152212,0.00032904037
3.3,0.0048003536,0.00036653092
3.35,0.0043228315,0.00046499428
3.4,0.0031583478,0.0003128781
3.45,0.0026808257,0.00028064712
3.5,0.002295457,0.00027150613
3.55,0.0022284364,0.00027671224
3.6,0.0015833627,0.00022370555
3.65,0.0013152801,0.00017232246
3.7,0.0013655456,0.00018493643
3.75,0.0011477285,0.00014843874
3.8,0.00052778757,8.6099462e-05
3.85,0.00065345127,0.00010514673
3.9,0.0005110324,9.2923986e-05
3.95,0.00062831853,0.00012898189
4,0.00039374628,7.9129438e-05
4.05,0.0003434808,0.0001126529
4.1,0.00041887902,0.00010278683
4.15,0.00019268435,8.1005544e-05
4.2,0.00015917403,6.06446e-05
4.25,0.00019268435,7.9129438e-05
4.3,0.00011728613,5.4444885e-05
4.35,7.5398224e-05,3.2772523e-05
4.4,6.7020643e-05,2.9854255e-05
4.45,0.00016755161,5.6609096e-05
4.5,9.2153385e-05,5.1247063e-05
4.55,9.2153385e-05,3.9683188e-05
4.6,0,0
4.65,1.6755161e-05,1.7041595e-05
4.7,5.0265482e-05,2.8480902e-05
4.75,1.6755161e-05,1.1840642e-05
4.8,0,0
4.85,3.3510322e-05,2.6664927e-05
4.9,5.0265482e-05,3.5521926e-05
4.95,4.1887902e-05,2.7633198e-05
5,2.5132741e-05,1.8788443e-05
5.05,4.1887902e-05,3.4845934e-05
5.1,7.5398224e-05,3.9047199e-05
5.15,5.0265482e-05,3.7576886e-05
5.2,0.00013404129,6.0953435e-05
5.25,0.00012566371,4.376349e-05
5.3,0.00013404129,5.5807353e-05
5.35,0.00030997048,9.1457531e-05
5.4,0.00014241887,4.3648926e-05
5.45,0.00028483773,7.9176882e-05
5.5,0.0003853687,9.6297879e-05
5.55,0.00058643063,0.00016595012
5.6,0.00051940999,0.0001075014
5.65,0.00054454273,0.00010333341
5.7,0.00071209433,0.00010405772
5.75,0.00096342175,0.00017249671
5.8,0.0013655456,0.00022984378
5.85,0.0012315043,0.00015807685
5.9,0.0016587609,0.00016333466
5.95,0.0019017108,0.00020127226
6,0.0026724482,0.00032943579
6.05,0.0026808257,0.00027305088
6.1,0.003493451,0.00030130138
6.15,0.0038955749,0.00024381887
6.2,0.0045825365,0.00029508849
6.25,0.0063334508,0.00041461574
6.3,0.0065177576,0.00037475478
6.35,0.0077743946,0.0004294813
6.4,0.0097598812,0.00048285238
6.45,0.01011174,0.00040735754
6.5,0.013370618,0.00060185447
6.55,0.014903716,0.00068263454
6.6,0.016344659,0.0007146005
6.65,0.019678936,0.00098043319
6.7,0.021245544,0.0006612384
6.75,0.025074098,0.00081471047
6.8,0.028659703,0.00075218537
6.85,0.031876693,0.00089881565
6.9,0.036115749,0.0012160347
6.95,0.043789613,0.00093418543
7,0.046545837,0.00094447743
7.05,0.053306544,0.0012320619
7.1,0.059120585,0.0011418493
7.15,0.065764006,0.0011480583
7.2,0.074108076,0.001289978
7.25,0.079729433,0.0013602583
7.3,0.089288252,0.0013300088
7.35,0.10039692,0.0016105978
7.4,0.11136318,0.0016752678
7.45,0.12017639,0.0017961997
7.5,0.12569722,0.0021579921
7.55,0.14122087,0.001681354
7.6,0.15523656,0.0019252165
7.65,0.16678087,0.0018313365
7.7,0.17987503,0.0024542513
7.75,0.1900119,0.0025787782
7.8,0.20777237,0.0024482764
7.85,0.22074924,0.002152123
7.9,0.23540163,0.0020571299
7.95,0.25312859,0.0020024624
8,0.2680742,0.0026953808
8.05,0.27437414,0.0022981377
8.1,0.28901815,0.0035321015
8.15,0.30374593,0.0024587927
8.2,0.31317071,0.0026666223
8.25,0.33023584,0.0031362653
8.3,0.33805212,0.0021047529
8.35,0.34133614,0.003002194
8.4,0.35706085,0.003962311
8.45,0.35533507,0.0027906839
8.5,0.35751324,0.0035254025
8.55,0.36483525,0.0042629391
8.6,0.36602487,0.0038819461
8.65,0.3674323,0.0030907449
8.7,0.36467608,0.0039199436
8.75,0.35868611,0.0026852914
8.8,0.35913849,0.0028332436
8.85,0.34431855,0.0030776804
8.9,0.34069106,0.0026646711
8.95,0.32080269,0.0032374703
9,0.31449437,0.002593006
9.05,0.30026924,0.0030621921
9.1,0.28162912,0.0020608944
9.15,0.26548552,0.002109223
9.2,0.24644328,0.0022424774
9.25,0.2271162,0.0021481408
9.3,0.20928034,0.0019489774
9.35,0.18849556,0.0024074366
9.4,0.16935279,0.0022052387
9.45,0.14691763,0.0015395933
9.5,0.12711303,0.001740716
9.55,0.11078512,0.0012508801
9.6,0.09165073,0.001108788
9.65,0.075356336,0.00095410497
9.7,0.058148786,0.00083112083
9.75,0.04584212,0.00070806643
9.8,0.035026664,0.00051351746
9.85,0.02530867,0.00043903139
9.9,0.017551031,0.00036647627
9.95,0.013345486,0.00028830808
10,0.011142182,0.00036509027
10.05,0.010949498,0.00035810078
10.1,0.012960117,0.00033625055
10.15,0.018330146,0.00040777218
10.2,0.0249987,0.00060933716
10.25,0.03486749,0.0006266198
10.3,0.046126958,0.00056627668
10.35,0.057947724,0.0008112923
10.4,0.07444318,0.00087203735
10.45,0.093343001,0.0013073209
10.5,0.11139669,0.0011233476
10.55,0.12971846,0.0010450714
10.6,0.1451332,0.0016524439
10.65,0.16588447,0.0019064044
10.7,0.18609957,0.0017003826
10.75,0.20792317,0.0014536502
10.8,0.22949544,0.0018062344
10.85,0.24524529,0.0021129966
10.9,0.2671024,0.0020081779
10.95,0.28262605,0.0020838376
11,0.29715278,0.0026867525
11.05,0.31088363,0.0027637588
11.1,0.32828387,0.0027048084
11.15,0.34105968,0.0030432856
11.2,0.34874192,0.0027619677
11.25,0.35388575,0.0025552674
11.3,0.36154286,0.0027298596
11.35,0.36417342,0.0037139205
11.4,0.36391372,0.002750028
11.45,0.3670972,0.0030510498
11.5,0.36833708,0.0045629017
11.55,0.35990923,0.0031176744
11.6,0.35838451,0.0031182285
11.65,0.35138923,0.0023929085
11.7,0.34227443,0.0031090681
11.75,0.33981979,0.0026002088
11.8,0.3231149,0.0029791583
11.85,0.31348068,0.0035746432
11.9,0.29874452,0.0020857687
11.95,0.29009885,0.0026801919
12,0.27898181,0.0029333507
12.05,0.26592116,0.0027551155
12.1,0.24769154,0.0025853303
12.15,0.23433768,0.0022424411
12.2,0.22228234,0.0020897745
12.25,0.20659951,0.0026532254
12.3,0.19547408,0.0026150233
12.35,0.17861839,0.0019075729
12.4,0.16734217,0.0022139405
12.45,0.15871326,0.0023670947
12.5,0.14215916,0.0013664724
12.55,0.13025462,0.002279261
12.6,0.12173462,0.0016514778
12.65,0.10913474,0.0013256392
12.7,0.10193002,0.0019246449
12.75,0.089355273,0.0014464289
12.8,0.083289904,0.0017483329
12.85,0.073881882,0.0010635754
12.9,0.064373328,0.001454042
12.95,0.059874567,0.0010829738
13,0.052167193,0.0011428356
13.05,0.044359288,0.00099696342
13.1,0.042558108,0.0012177125
13.15,0.037305366,0.00098422045
13.2,0.030863006,0.00080653063
13.25,0.028534039,0.00093040304
13.3,0.025920234,0.00082442918
13.35,0.022175455,0.00061068538
13.4,0.020608848,0.00067842406
13.45,0.016344659,0.00059999007
13.5,0.014082713,0.00053556822
13.55,0.012993627,0.00062891892
13.6,0.010262536,0.00040706243
13.65,0.0090812972,0.00039253112
13.7,0.0080759875,0.00045244136
13.75,0.0065847782,0.00035040813
13.8,0.0057386426,0.00030470556
13.85,0.0050265482,0.00041472441
13.9,0.0040798817,0.0003938587
13.95,0.0036107372,0.00036139945
14,0.0035018286,0.0002759512
14.05,0.0025048965,0.00021561327
14.1,0.0018598229,0.00017097329
14.15,0.0021111503,0.00016425176
14.2,0.0013990559,0.00017874076
14.25,0.0013404129,0.00019546027
14.3,0.00078749256,0.00014173487
14.35,0.00065345127,0.0001247489
14.4,0.00076235982,0.00016189515
14.45,0.00057805305,0.00010903912
14.5,0.00046076692,0.00014244846
14.55,0.00025132741,7.8478156e-05
14.6,0.00025970499,7.9885168e-05
14.65,0.00022619467,7.1832376e-05
14.7,0.00025132741,7.4551729e-05
14.75,0.00010053096,3.3788091e-05
14.8,0.00010890855,4.8537348e-05
14.85,9.2153385e-05,3.5697691e-05
14.9,0.00022619467,9.2003388e-05
14.95,3.3510322e-05,2.3681284e-05
15,5.8643063e-05,3.8139e-05
