x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
-5,0,0
-4.95,0,0
-4.9,0,0
-4.85,0,0
-4.8,1.6755161e-05,1.7041595e-05
-4.75,0,0
-4.7,8.3775804e-06,8.5207973e-06
-4.65,4.1887902e-05,3.4845934e-05
-4.6,8.3775804e-06,8.5207973e-06
-4.55,4.1887902e-05,2.4766479e-05
-4.5,7.5398224e-05,4.4444675e-05
-4.45,5.0265482e-05,3.1006079e-05
-4.4,0.00011728613,6.2173438e-05
-4.35,2.5132741e-05,2.5562392e-05
-4.3,6.7020643e-05,4.8922673e-05
-4.25,5.8643063e-05,2.0076785e-05
-4.2,0.00019268435,7.8174502e-05
-4.15,0.00011728613,4.015357e-05
-4.1,0.00012566371,4.86404e-05
-4.05,0.00033510322,9.3608494e-05
-4,0.00020943951,7.3622436e-05
-3.95,0.00017592919,6.1464712e-05
-3.9,0.00076235982,0.00015331721
-3.85,0.00070371675,0.00014155812
-3.8,0.00054454273,0.00012199925
-3.75,0.0008964011,0.00014742329
-3.7,0.0010053096,0.00014027895
-3.65,0.0010053096,0.00019262176
-3.6,0.0013823008,0.00017147774
-3.55,0.0014325663,0.00019268023
-3.5,0.0019017108,0.0001881574
-3.45,0.0022703243,0.00027116012
-3.4,0.0031415927,0.00036661288
-3.35,0.0033594097,0.0003133099
-3.3,0.0037364009,0.00034660072
-3.25,0.0047082002,0.00034359728
-3.2,0.0053951618,0.00027833605
-3.15,0.006568023,0.0004308432
-3.1,0.0076654861,0.0004572329
-3.05,0.0086875509,0.00038106492
-3,0.010538996,0.00058444779
-2.95,0.011276223,0.00049991794
-2.9,0.013035515,0.00052167977
-2.85,0.01537286,0.00068668614
-2.8,0.018807668,0.00066524156
-2.75,0.021069615,0.00078507659
-2.7,0.025149496,0.00073301402
-2.65,0.027981119,0.0010038393
-2.6,0.030930027,0.00072040496
-2.55,0.037087548,0.00075200562
-2.5,0.040807194,0.0010489272
-2.45,0.04639504,0.0010900191
-2.4,0.052016397,0.0011331202
-2.35,0.060586662,0.001427834
-2.3,0.066836337,0.0015215965
-2.25,0.074149964,0.0012811414
-2.2,0.082552677,0.0012674229
-2.15,0.092119874,0.0016851639
-2.1,0.10195515,0.0014553121
-2.05,0.1161384,0.002011678
-2,0.12676117,0.0017746784
-1.95,0.13893379,0.001952683
-1.9,0.1530919,0.0018676069
-1.85,0.17584541,0.0017714102
-1.8,0.18663574,0.0020055924
-1.75,0.20679219,0.0022704941
-1.7,0.22441862,0.0018262987
-1.65,0.24498558,0.002827278
-1.6,0.25613614,0.0024262917
-1.55,0.28334652,0.0030597056
-1.5,0.31156222,0.0027232925
-1.45,0.33794322,0.0027122146
-1.4,0.35981708,0.0030437261
-1.35,0.3823779,0.0029922694
-1.3,0.41567041,0.0033706713
-1.25,0.43891819,0.0029828901
-1.2,0.46572645,0.0030552675
-1.15,0.49364893,0.0039150946
-1.1,0.52305423,0.0034893267
-1.05,0.55760337,0.0045913685
-1,0.59383641,0.004530818
-0.95,0.61496467,0.0041368854
-0.9,0.64538366,0.0037185558
-0.85,0.6674921,0.0044528202
-0.8,0.69816242,0.0044286785
-0.75,0.73767109,0.0046549046
-0.7,0.76421964,0.0041104426
-0.65,0.78808737,0.0047851926
-0.6,0.81717433,0.0050205631
-0.55,0.83642601,0.0042289581
-0.5,0.86612453,0.0062984782
-0.45,0.88990848,0.0052188957
-0.4,0.91290494,0.0053711702
-0.35,0.92139143,0.0042497906
-0.3,0.94039178,0.0048464072
-0.25,0.95725585,0.0070148727
-0.2,0.95175178,0.0048015855
-0.15,0.9790208,0.0046240203
-0.1,0.98434057,0.0058968853
-0.05,0.9766667,0.0042341055
