x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
-5,0,0
-4.95,0,0
-4.9,0,0
-4.85,0,0
-4.8,0,0
-4.75,2.5132741e-05,2.5562392e-05
-4.7,0,0
-4.65,0,0
-4.6,8.3775804e-06,8.5207973e-06
-4.55,2.5132741e-05,2.5562392e-05
-4.5,1.6755161e-05,1.1840642e-05
-4.45,8.3775804e-06,8.5207973e-06
-4.4,1.6755161e-05,1.1840642e-05
-4.35,0.00012566371,5.9729471e-05
-4.3,5.0265482e-05,2.5708882e-05
-4.25,0.00013404129,5.8437068e-05
-4.2,0.00011728613,6.5697655e-05
-4.15,7.5398224e-05,2.4967836e-05
-4.1,0.00018430677,5.7399641e-05
-4.05,0.00025970499,7.1971653e-05
-4,0.00025132741,6.4853867e-05
-3.95,0.00024294983,7.4029381e-05
-3.9,0.00052778757,8.9520824e-05
-3.85,0.00049427724,0.00011528893
-3.8,0.0007288495,0.00016043492
-3.75,0.00086289078,0.00015341515
-3.7,0.00084613562,0.00012765516
-3.65,0.0012231267,0.00022120145
-3.6,0.00155823,0.00032574834
-3.55,0.0018849556,0.00024381887
-3.5,0.0020943951,0.00022808882
-3.45,0.0017676695,0.00019124561
-3.4,0.0024211207,0.00022681751
-3.35,0.0028818877,0.00029151623
-3.3,0.0036861354,0.00028436916
-3.25,0.005210855,0.00040777218
-3.2,0.0054202945,0.0003633064
-3.15,0.0059229493,0.00044893335
-3.1,0.0077576395,0.00044202924
-3.05,0.008905368,0.00035789097
-3,0.010086607,0.00050336159
-2.95,0.01222289,0.00060621683
-2.9,0.012625014,0.00055596331
-2.85,0.014945603,0.00068049484
-2.8,0.018154217,0.00062563016
-2.75,0.019628671,0.0006063242
-2.7,0.023800706,0.0008669192
-2.65,0.026732859,0.00076230229
-2.6,0.031868316,0.00095255423
-2.55,0.034683183,0.00097041163
-2.5,0.0400951,0.0010445682
-2.45,0.045934273,0.0011924929
-2.4,0.053884597,0.00091672987
-2.35,0.060352089,0.0012928279
-2.3,0.065780761,0.0014153123
-2.25,0.075096631,0.0014953302
-2.2,0.081312795,0.0011985272
-2.15,0.094968252,0.0014671547
-2.1,0.10430088,0.0017379229
-2.05,0.11464719,0.0017065708
-2,0.12448247,0.0015961427
-1.95,0.14133816,0.0021615653
-1.9,0.15568058,0.001829945
-1.85,0.170844,0.0023253811
-1.8,0.18654358,0.0016819495
-1.75,0.2026034,0.0020018115
-1.7,0.22006228,0.0025886072
-1.65,0.24485992,0.0029618245
-1.6,0.26862712,0.0024030987
-1.55,0.28893437,0.0030547156
-1.5,0.30770015,0.0031171363
-1.45,0.33285802,0.0032502955
-1.4,0.3616769,0.0027477452
-1.35,0.38382722,0.0027041418
-1.3,0.40915265,0.0036657084
-1.25,0.43989837,0.0028615643
-1.2,0.46626262,0.0031903743
-1.15,0.4940678,0.0022045915
-1.1,0.53257116,0.003285572
-1.05,0.56500916,0.0040686129
-1,0.57617647,0.0040440863
-0.95,0.61838272,0.0031102757
-0.9,0.64261906,0.003776298
-0.85,0.67036561,0.0039834469
-0.8,0.70732749,0.00463518
-0.75,0.73310531,0.0041702876
-0.7,0.76332324,0.0043539825
-0.65,0.79354117,0.0044906428
-0.6,0.81415002,0.0046801882
-0.55,0.84310294,0.0047237166
-0.5,0.86020996,0.004741788
-0.45,0.88895343,0.0050687395
-0.4,0.9078365,0.0045028438
-0.35,0.92766623,0.0057344737
-0.3,0.93314517,0.0036925992
-0.25,0.9476719,0.0052870725
-0.2,0.9617211,0.0051236267
-0.15,0.96749325,0.0053234903
-0.1,0.98591555,0.0045372401
-0.05,0.97907107,0.0054482018
0,0.98961006,0.0049324695
0.05,0.99022163,0.0053219487
