x_over_lB,density_mean_2pi_rho_lB2,density_stderr
-28.131073,0,0
-28.031073,0,0
-27.931073,0,0
-27.831073,0,0
-27.731073,0,0
-27.631073,0,0
-27.531073,0,0
-27.431073,0,0
-27.331073,0,0
-27.231073,0,0
-27.131073,0,0
-27.031073,0,0
-26.931073,0,0
-26.831073,0,0
-26.731073,0,0
-26.631073,0,0
-26.531073,0,0
-26.431073,0,0
-26.331073,0,0
-26.231073,0,0
-26.131073,0,0
-26.031073,0,0
-25.931073,0,0
-25.831073,0,0
-25.731073,0,0
-25.631073,0,0
-25.531073,0,0
-25.431073,0,0
-25.331073,0,0
-25.231073,0,0
-25.131073,0,0
-25.031073,0,0
-24.931073,0,0
-24.831073,0,0
-24.731073,7.7283179e-06,5.7487578e-06
-24.631073,2.576106e-06,2.576106e-06
-24.531073,7.7283179e-06,7.7283179e-06
-24.431073,1.5456636e-05,8.8789359e-06
-24.331073,4.6369908e-05,2.0721809e-05
-24.231073,7.2130967e-05,3.0999453e-05
-24.131073,0.00010819645,2.5458958e-05
-24.031073,0.00014168583,3.1616718e-05
-23.931073,0.0002138168,3.8527503e-05
-23.831073,0.00037868758,5.0008262e-05
-23.731073,0.00058992827,5.9275197e-05
-23.631073,0.00071873357,7.2945388e-05
-23.531073,0.0013447273,9.7919276e-05
-23.431073,0.001993906,0.00012257338
-23.331073,0.0024679095,0.0001338255
-23.231073,0.0038126368,0.00015966052
-23.131073,0.0054098225,0.0001742039
-23.031073,0.0076381542,0.00023318874
-22.931073,0.010242597,0.00026855157
-22.831073,0.014735326,0.0003258545
-22.731073,0.01877466,0.00039879839
-22.631073,0.025591037,0.00043871952
-22.531073,0.032701089,0.00052963364
-22.431073,0.042248138,0.00064045665
-22.331073,0.053570124,0.00072880155
-22.231073,0.065907095,0.00085993284
-22.131073,0.080343593,0.00099875477
-22.031073,0.098410076,0.0011806269
-21.931073,0.1173339,0.0012882419
-21.831073,0.13786782,0.0014064495
-21.731073,0.15949197,0.0015847215
-21.631073,0.18581402,0.0018199484
-21.531073,0.20917299,0.0020279304
-21.431073,0.23401667,0.0020918419
-21.331073,0.26191323,0.0023552336
-21.231073,0.28529412,0.0025483091
-21.131073,0.3129287,0.0027920329
-21.031073,0.3316821,0.0029224382
-20.931073,0.35581257,0.0030007108
-20.831073,0.37280909,0.0032666945
-20.731073,0.38517867,0.0034321326
-20.631073,0.39987844,0.0034133274
-20.531073,0.41142483,0.0035423651
-20.431073,0.41910162,0.0035254476
-20.331073,0.41867537,0.0035526512
-20.231073,0.4203063,0.0034963331
-20.131073,0.42183116,0.00354619
-20.031073,0.41971207,0.00345397
-19.931073,0.41412192,0.0035186626
-19.831073,0.40845326,0.0035310958
-19.731073,0.39787938,0.0033428943
-19.631073,0.39372004,0.0033770979
-19.531073,0.3818915,0.0032092407
-19.431073,0.37238894,0.0031266369
-19.331073,0.36499865,0.0031192236
-19.231073,0.35718382,0.003059763
-19.131073,0.35014247,0.002973734
-19.031073,0.341231,0.0030184417
-18.931073,0.33391869,0.00280413
-18.831073,0.32603229,0.0028298063
-18.731073,0.32266249,0.0028773051
-18.631073,0.31907111,0.0028111995
-18.531073,0.31488321,0.0027730697
-18.431073,0.31064008,0.0027944199
-18.331073,0.31095566,0.0027903733
-18.231073,0.30891193,0.0027597278
-18.131073,0.3067124,0.0026739229
-18.031073,0.31296455,0.0027192007
-17.931073,0.30922568,0.0026587771
-17.831073,0.31054087,0.0026728641
-17.731073,0.31277018,0.002677578
-17.631073,0.31434528,0.0028048188
-17.531073,0.31678938,0.0028313356
-17.431073,0.31848747,0.002745042
-17.331073,0.3200446,0.0027740401
-17.231073,0.31727359,0.0027612355
-17.131073,0.32297693,0.0028115367
-17.031073,0.3239408,0.0028042719
-16.931073,0.32344544,0.0028922891
-16.831073,0.32832304,0.0028210434
-16.731073,0.33019832,0.002877884
-16.631073,0.32823018,0.0029125565
-16.531073,0.32947205,0.0028869435
-16.431073,0.33398966,0.0028125673
-16.331073,0.33386139,0.0029221842
-16.231073,0.33358637,0.0029143268
-16.131073,0.33437347,0.0029192706
-16.031073,0.33612208,0.003010264
-15.931073,0.33351569,0.0029695708
-15.831073,0.33582592,0.0029002999
-15.731073,0.33339254,0.0028315789
-15.631073,0.33802563,0.0028767874
-15.531073,0.33386076,0.0029292418
-15.431073,0.33712742,0.002857117
-15.331073,0.33501482,0.002891634
-15.231073,0.33498105,0.0029029586
-15.131073,0.33350224,0.0028821479
-15.031073,0.33363447,0.0028186736
-14.931073,0.33372837,0.0028749777
-14.831073,0.33232461,0.0028627884
-14.731073,0.33018409,0.0028314129
-14.631073,0.33138116,0.0028495347
-14.531073,0.32921686,0.0028464297
-14.431073,0.33122245,0.0028133196
-14.331073,0.33112795,0.0029037902
-14.231073,0.32826542,0.0028476003
-14.131073,0.3281456,0.0028954204
-14.031073,0.32895859,0.0028274899
-13.931073,0.32360145,0.0027521806
-13.831073,0.32528091,0.0028500379
-13.731073,0.32588545,0.0027632762
-13.631073,0.3238961,0.0028641625
-13.531073,0.31945131,0.0027836629
-13.431073,0.3215077,0.0027545128
-13.331073,0.31733293,0.0027129166
-13.231073,0.31842347,0.0027824055
-13.131073,0.31536435,0.0027157495
-13.031073,0.31625863,0.0027587518
-12.931073,0.3139593,0.0027603189
-12.831073,0.31255416,0.0026961305
-12.731073,0.31435829,0.0026998606
-12.631073,0.31171555,0.0027704829
-12.531073,0.31046645,0.0026247837
-12.431073,0.30977533,0.0026659109
-12.331073,0.31382107,0.0027696391
-12.231073,0.31308374,0.0028049663
-12.131073,0.31478576,0.0027586258
-12.031073,0.31592176,0.002689849
-11.931073,0.31691802,0.0027881379
-11.831073,0.32071121,0.0027644084
-11.731073,0.32460434,0.0027641981
-11.631073,0.3281724,0.0028637587
-11.531073,0.41335144,0.081662579
-11.431073,0.41081523,0.072139017
-11.331073,0.34167054,0.002907115
-11.231073,0.34961333,0.0029887594
-11.131073,0.35312909,0.002983521
-11.031073,0.35839091,0.003062434
-10.931073,0.36710255,0.0031405826
-10.831073,0.37035997,0.003109631
-10.731073,0.38058447,0.0031765687
-10.631073,0.37985232,0.00319487
-10.531073,0.38970602,0.0034134385
-10.431073,0.39773311,0.0033599401
-10.331073,0.40579431,0.003452204
-10.231073,0.40896348,0.0034324953
-10.131073,0.4177208,0.0034838969
-10.031073,0.4210037,0.0035191417
-9.931073,0.42336024,0.003579185
-9.831073,0.42374188,0.0035491279
-9.731073,0.42909704,0.003520242
-9.631073,0.42771804,0.0036145804
-9.531073,0.4300092,0.0036254104
-9.431073,0.43105042,0.0035747631
-9.331073,0.42561477,0.003502174
-9.231073,0.42424312,0.0034887664
-9.131073,0.41956171,0.0035078366
-9.031073,0.41396955,0.0034067865
-8.931073,0.41122656,0.003398115
