x_over_lB,density_mean_2pi_rho_lB2,density_stderr
-28.131073,0,0
-28.031073,0,0
-27.931073,0,0
-27.831073,0,0
-27.731073,0,0
-27.631073,0,0
-27.531073,0,0
-27.431073,0,0
-27.331073,0,0
-27.231073,0,0
-27.131073,0,0
-27.031073,0,0
-26.931073,0,0
-26.831073,0,0
-26.731073,0,0
-26.631073,0,0
-26.531073,0,0
-26.431073,0,0
-26.331073,0,0
-26.231073,0,0
-26.131073,0,0
-26.031073,0,0
-25.931073,0,0
-25.831073,0,0
-25.731073,0,0
-25.631073,0,0
-25.531073,0,0
-25.431073,0,0
-25.331073,0,0
-25.231073,0,0
-25.131073,0,0
-25.031073,0,0
-24.931073,0,0
-24.831073,0,0
-24.731073,0,0
-24.631073,1.0304424e-05,8.1340722e-06
-24.531073,1.288053e-05,7.6937198e-06
-24.431073,1.8032742e-05,1.1765586e-05
-24.331073,4.6369908e-05,2.0067753e-05
-24.231073,5.6674331e-05,1.8903993e-05
-24.131073,9.2739815e-05,2.1533125e-05
-24.031073,0.00013910972,2.9606217e-05
-23.931073,0.00024730617,4.227219e-05
-23.831073,0.00028852387,4.1262979e-05
-23.731073,0.00058477606,6.7708428e-05
-23.631073,0.00078313622,6.773625e-05
-23.531073,0.0013447273,0.00010060695
-23.431073,0.0019063184,0.00012035998
-23.331073,0.0030346528,0.00014676592
-23.231073,0.0041990527,0.00019092691
-23.131073,0.0057978407,0.00020611394
-23.031073,0.0078416666,0.00023378069
-22.931073,0.010706296,0.00027930377
-22.831073,0.014526662,0.00032498748
-22.731073,0.020003463,0.0003731334
-22.631073,0.026245776,0.00042485296
-22.531073,0.03378563,0.00047317368
-22.431073,0.043249018,0.00052823084
-22.331073,0.054623751,0.00058116398
-22.231073,0.067506857,0.00075086155
-22.131073,0.082500956,0.00082328237
-22.031073,0.10006368,0.00082808243
-21.931073,0.12014182,0.00092696866
-21.831073,0.14019012,0.0010527528
-21.731073,0.16324652,0.0011098756
-21.631073,0.18829183,0.0013137718
-21.531073,0.21204023,0.0012745814
-21.431073,0.23821004,0.0013220276
-21.331073,0.26490962,0.0014741044
-21.231073,0.28736201,0.0014076537
-21.131073,0.31394925,0.0016148586
-21.031073,0.33586852,0.0017056744
-20.931073,0.35588979,0.0018151894
-20.831073,0.37619111,0.0019205204
-20.731073,0.3908856,0.0018982014
-20.631073,0.39903696,0.0017543324
-20.531073,0.41216386,0.0018357259
-20.431073,0.41880163,0.0018730751
-20.331073,0.42392698,0.0018273181
-20.231073,0.4281032,0.0019421505
-20.131073,0.42516311,0.0019275666
-20.031073,0.42192535,0.0018763547
-19.931073,0.41886239,0.0018825748
-19.831073,0.41168919,0.0019551511
-19.731073,0.40455721,0.0017764463
-19.631073,0.39550135,0.0017091295
-19.531073,0.388311,0.0015702387
-19.431073,0.37585242,0.0017732764
-19.331073,0.36608178,0.0016680738
-19.231073,0.35983017,0.0015786066
-19.131073,0.35056558,0.0016007487
-19.031073,0.34382595,0.0016115694
-18.931073,0.33525921,0.0016873912
-18.831073,0.33012207,0.0016632458
-18.731073,0.32712066,0.0015528022
-18.631073,0.31918211,0.0016728838
-18.531073,0.31864668,0.0014603307
-18.431073,0.31510275,0.0016062442
-18.331073,0.31194331,0.001464078
-18.231073,0.31201337,0.0015375456
-18.131073,0.31543821,0.001656849
-18.031073,0.3118463,0.0016084633
-17.931073,0.31196797,0.0015015859
-17.831073,0.3148741,0.0016530218
-17.731073,0.31515421,0.0015962126
-17.631073,0.31640038,0.0016503181
-17.531073,0.32148923,0.0014921328
-17.431073,0.32149221,0.0014952561
-17.331073,0.31821987,0.0015001105
-17.231073,0.32476296,0.0015630822
-17.131073,0.32751041,0.0017231303
-17.031073,0.32795906,0.001530405
-16.931073,0.32650764,0.0016082076
-16.831073,0.3299911,0.0017458198
-16.731073,0.33235741,0.0016117563
-16.631073,0.3334187,0.0017387307
-16.531073,0.33533055,0.001564562
-16.431073,0.33295224,0.0017951917
-16.331073,0.33712933,0.0014300708
-16.231073,0.33600449,0.0014274456
-16.131073,0.33813373,0.0015948749
-16.031073,0.33941632,0.0016487013
-15.931073,0.34150686,0.0016208023
-15.831073,0.33476108,0.0018899752
-15.731073,0.342231,0.0014825454
-15.631073,0.3392828,0.0016045636
-15.531073,0.33832923,0.001555829
-15.431073,0.33915189,0.0017336187
-15.331073,0.33957635,0.0016851562
-15.231073,0.33862326,0.0016760558
-15.131073,0.33687223,0.001579885
-15.031073,0.3366444,0.0017651456
-14.931073,0.33552989,0.0017921271
-14.831073,0.33767211,0.0017737021
-14.731073,0.33429527,0.0015498824
-14.631073,0.33329951,0.0016930544
-14.531073,0.33124139,0.0016852276
-14.431073,0.33550862,0.0017435801
-14.331073,0.33005833,0.0015916851
-14.231073,0.33147396,0.0016533979
-14.131073,0.3309753,0.0014559587
-14.031073,0.33023919,0.0016086888
-13.931073,0.32690895,0.0016768249
-13.831073,0.3264367,0.0015469548
-13.731073,0.3267678,0.0014602325
-13.631073,0.32365935,0.001595612
-13.531073,0.32147245,0.0016416935
-13.431073,0.32293634,0.0016706086
-13.331073,0.32183619,0.0016563372
-13.231073,0.31958473,0.0015536442
-13.131073,0.31843504,0.0015604505
-13.031073,0.31901827,0.0015664284
-12.931073,0.31709687,0.001511101
-12.831073,0.31979597,0.0016029246
-12.731073,0.31628308,0.0016882891
-12.631073,0.31397598,0.0015342602
-12.531073,0.31115216,0.0015833477
-12.431073,0.31638018,0.0015909343
-12.331073,0.31657204,0.0016707695
-12.231073,0.31746199,0.0015054098
-12.131073,0.3182384,0.0015490267
-12.031073,0.32051973,0.0015609689
-11.931073,0.31999565,0.0015764782
-11.831073,0.32430557,0.0016613099
-11.731073,0.32533155,0.0017638173
-11.631073,0.33388083,0.0015620192
-11.531073,0.33354123,0.0016871937
-11.431073,0.33706452,0.0016489627
-11.331073,0.34737325,0.001693888
-11.231073,0.34962084,0.0016337626
-11.131073,0.35676554,0.001746498
-11.031073,0.36401753,0.0016337844
-10.931073,0.37052625,0.0016941189
-10.831073,0.37507811,0.0018542282
-10.731073,0.38521537,0.0017493798
-10.631073,0.39083162,0.0017886249
-10.531073,0.39349108,0.0017756878
-10.431073,0.40017626,0.0019094402
-10.331073,0.4075836,0.0019081669
-10.231073,0.41182331,0.0018489535
-10.131073,0.41858197,0.0018505137
-10.031073,0.42264251,0.0018175057
-9.931073,0.42920505,0.0018415533
-9.831073,0.43176136,0.0018503098
-9.731073,0.4299705,0.0019737054
-9.631073,0.43272693,0.0018934272
-9.531073,0.43034749,0.0018810651
-9.431073,0.43287082,0.0018295094
-9.331073,0.42877672,0.0019205839
-9.231073,0.42915874,0.0018055369
-9.131073,0.42238148,0.0017638226
-9.031073,0.42303361,0.0017601696
-8.931073,0.41551769,0.0018319344
