x_over_lB,density_mean_2pi_rho_lB2,density_stderr
-28.131073,0,0
-28.031073,0,0
-27.931073,0,0
-27.831073,0,0
-27.731073,0,0
-27.631073,0,0
-27.531073,0,0
-27.431073,0,0
-27.331073,0,0
-27.231073,0,0
-27.131073,0,0
-27.031073,0,0
-26.931073,0,0
-26.831073,0,0
-26.731073,0,0
-26.631073,0,0
-26.531073,0,0
-26.431073,0,0
-26.331073,0,0
-26.231073,0,0
-26.131073,0,0
-26.031073,0,0
-25.931073,0,0
-25.831073,0,0
-25.731073,0,0
-25.631073,0,0
-25.531073,0,0
-25.431073,0,0
-25.331073,0,0
-25.231073,0,0
-25.131073,0,0
-25.031073,0,0
-24.931073,0,0
-24.831073,0,0
-24.731073,5.152212e-06,5.152212e-06
-24.631073,2.576106e-06,2.576106e-06
-24.531073,7.7283179e-06,5.7487578e-06
-24.431073,2.576106e-06,2.576106e-06
-24.331073,1.0304424e-05,6.2836652e-06
-24.231073,2.0608848e-05,1.0226457e-05
-24.131073,0.00010562035,2.8827202e-05
-24.031073,8.7587603e-05,2.4256923e-05
-23.931073,0.00027564334,4.1783006e-05
-23.831073,0.00040444864,6.3980806e-05
-23.731073,0.00041732917,5.1572581e-05
-23.631073,0.00082177781,7.0641447e-05
-23.531073,0.0013653362,0.0001015282
-23.431073,0.0017543282,0.00010933138
-23.331073,0.0026868785,0.00012051933
-23.231073,0.003913105,0.00018272841
-23.131073,0.0057447163,0.00019290782
-23.031073,0.0077772639,0.00021775212
-22.931073,0.011383812,0.00030094643
-22.831073,0.015482397,0.0003284386
-22.731073,0.020271378,0.00036377772
-22.631073,0.026124165,0.00044593139
-22.531073,0.033131645,0.00050744598
-22.431073,0.042765935,0.00057913529
-22.331073,0.05353921,0.00067283548
-22.231073,0.06648141,0.00068192044
-22.131073,0.08250237,0.00080024113
-22.031073,0.099490375,0.00086642002
-21.931073,0.11862148,0.00092708227
-21.831073,0.13942674,0.0010232976
-21.731073,0.16434372,0.0011345356
-21.631073,0.1877593,0.0013418834
-21.531073,0.21190501,0.0012778326
-21.431073,0.23860965,0.0013770699
-21.331073,0.26346329,0.0015483686
-21.231073,0.28867501,0.0015808003
-21.131073,0.31315782,0.0014587937
-21.031073,0.33848983,0.001737016
-20.931073,0.35571446,0.0018415524
-20.831073,0.37650687,0.0018518034
-20.731073,0.39148281,0.0019761322
-20.631073,0.40560584,0.0020235497
-20.531073,0.41555125,0.0018274851
-20.431073,0.41811117,0.0017672138
-20.331073,0.4275827,0.001954309
-20.231073,0.42354572,0.0019687677
-20.131073,0.42491194,0.0018081208
-20.031073,0.42387333,0.0020405336
-19.931073,0.41775105,0.0018620738
-19.831073,0.41032989,0.0018108121
-19.731073,0.40139853,0.001905184
-19.631073,0.39656327,0.0018463741
-19.531073,0.38517113,0.0016289048
-19.431073,0.38121845,0.0018841002
-19.331073,0.37136581,0.0017627957
-19.231073,0.35720776,0.0016652966
-19.131073,0.35289061,0.0014863477
-19.031073,0.34312497,0.0017148938
-18.931073,0.33898733,0.0015057838
-18.831073,0.33143454,0.0015739205
-18.731073,0.32506417,0.0016991848
-18.631073,0.32325707,0.0016527002
-18.531073,0.31680832,0.0016398911
-18.431073,0.31619646,0.0013726416
-18.331073,0.31543444,0.0016541488
-18.231073,0.3136459,0.0015546558
-18.131073,0.31253481,0.0014963293
-18.031073,0.31394064,0.0015418446
-17.931073,0.31311381,0.0015349826
-17.831073,0.31871838,0.0015285517
-17.731073,0.31800241,0.0015319219
-17.631073,0.31504161,0.0016333163
-17.531073,0.31878897,0.001636226
-17.431073,0.32125892,0.0016385698
-17.331073,0.32098337,0.0015451494
-17.231073,0.32152734,0.0016039792
-17.131073,0.3300982,0.0015812818
-17.031073,0.32946636,0.001565107
-16.931073,0.3300343,0.0016876443
-16.831073,0.32831541,0.001658147
-16.731073,0.33374628,0.0017013729
-16.631073,0.33215594,0.0016994544
-16.531073,0.33182557,0.0016052146
-16.431073,0.33694241,0.0015836821
-16.331073,0.33385426,0.0016405591
-16.231073,0.33789767,0.0016842675
-16.131073,0.33906946,0.0016024035
-16.031073,0.34069002,0.0016678157
-15.931073,0.33639923,0.0017137885
-15.831073,0.3392239,0.0015707125
-15.731073,0.33779161,0.0017759377
-15.631073,0.33818657,0.0015244779
-15.531073,0.3387738,0.0017144789
-15.431073,0.34059093,0.0015665472
-15.331073,0.33769708,0.0016185671
-15.231073,0.33843972,0.001704244
-15.131073,0.33819314,0.0015822755
-15.031073,0.33811724,0.0015246392
-14.931073,0.33823558,0.0017291871
-14.831073,0.33539508,0.001873657
-14.731073,0.3324602,0.0016885083
-14.631073,0.33635223,0.0017017018
-14.531073,0.33077989,0.0016294977
-14.431073,0.3323548,0.0019019483
-14.331073,0.32933423,0.0017965561
-14.231073,0.32942235,0.0015982365
-14.131073,0.32800128,0.0016290211
-14.031073,0.32849049,0.0016442693
-13.931073,0.32759312,0.0016170825
-13.831073,0.3232772,0.0015295783
-13.731073,0.32324305,0.0016962846
-13.631073,0.32162014,0.0018885379
-13.531073,0.32109216,0.0016436471
-13.431073,0.32156683,0.0016144251
-13.331073,0.31730466,0.0016750335
-13.231073,0.31888545,0.0015822895
-13.131073,0.31641578,0.0015612449
-13.031073,0.31742863,0.0016376309
-12.931073,0.31634145,0.0016274002
-12.831073,0.31678118,0.0015791742
-12.731073,0.31682038,0.0016266748
-12.631073,0.31435876,0.001591923
-12.531073,0.31547013,0.0015814451
-12.431073,0.31706285,0.0015402306
-12.331073,0.31778517,0.0016790402
-12.231073,0.31938496,0.0016641701
-12.131073,0.32538264,0.0015440008
-12.031073,0.32365793,0.0015787489
-11.931073,0.32854763,0.0015947868
-11.831073,0.33165756,0.0018129987
-11.731073,0.338929,0.0017595389
-11.631073,0.34194093,0.0016256733
-11.531073,0.34608972,0.0015757356
-11.431073,0.35376218,0.0016926737
-11.331073,0.35674849,0.0017194842
-11.231073,0.36585446,0.0019216646
-11.131073,0.37099784,0.0015311335
-11.031073,0.38120437,0.0017129629
-10.931073,0.38553308,0.0017936799
-10.831073,0.39217346,0.0016869394
-10.731073,0.39804818,0.0017335028
-10.631073,0.40576864,0.0016397227
-10.531073,0.41096622,0.0016715761
-10.431073,0.41774188,0.0019401991
-10.331073,0.42304102,0.0018425073
-10.231073,0.42488071,0.0017933245
-10.131073,0.430427,0.0017392017
-10.031073,0.43435264,0.0017739916
-9.931073,0.4332823,0.0017897518
-9.831073,0.43648952,0.0018025033
-9.731073,0.4348017,0.0018402662
-9.631073,0.43404756,0.0018453256
-9.531073,0.43243687,0.0018497774
-9.431073,0.42489758,0.0016857245
-9.331073,0.42242948,0.0019405496
-9.231073,0.41851518,0.00179056
-9.131073,0.41097473,0.0020041992
-9.031073,0.40751461,0.0018656537
-8.931073,0.4037393,0.0017410901
