x_over_lB,density_mean_2pi_rho_lB2,density_stderr
-25.698418,0,0
-25.598418,0,0
-25.498418,0,0
-25.398418,0,0
-25.298418,0,0
-25.198418,0,0
-25.098418,0,0
-24.998418,0,0
-24.898418,0,0
-24.798418,0,0
-24.698418,0,0
-24.598418,0,0
-24.498418,0,0
-24.398418,0,0
-24.298418,0,0
-24.198418,0,0
-24.098418,0,0
-23.998418,0,0
-23.898418,0,0
-23.798418,0,0
-23.698418,0,0
-23.598418,0,0
-23.498418,0,0
-23.398418,0,0
-23.298418,0,0
-23.198418,0,0
-23.098418,0,0
-22.998418,0,0
-22.898418,0,0
-22.798418,0,0
-22.698418,0,0
-22.598418,0,0
-22.498418,0,0
-22.398418,1.5315264e-05,1.5315264e-05
-22.298418,2.0420352e-05,1.4284933e-05
-22.198418,1.5315264e-05,8.6520933e-06
-22.098418,2.0420352e-05,1.4284933e-05
-21.998418,5.6155969e-05,3.282394e-05
-21.898418,2.552544e-05,1.313211e-05
-21.798418,0.00013783738,4.0561414e-05
-21.698418,0.0002552544,5.7891731e-05
-21.598418,0.00030630528,6.4230422e-05
-21.498418,0.00053603425,8.8957283e-05
-21.398418,0.00084744462,9.8147495e-05
-21.298418,0.0014549501,0.00014924129
-21.198418,0.001796991,0.00015940458
-21.098418,0.0027159068,0.00018613362
-20.998418,0.0042116977,0.00026674715
-20.898418,0.0056870681,0.00029465333
-20.798418,0.0079230967,0.00033754419
-20.698418,0.011210773,0.00041192203
-20.598418,0.015590939,0.00051382395
-20.498418,0.02030804,0.00049980184
-20.398418,0.027082492,0.00069462374
-20.298418,0.035306789,0.00069546024
-20.198418,0.046124863,0.00073049737
-20.098418,0.057355664,0.00091251856
-19.998418,0.071159822,0.00092025421
-19.898418,0.087388897,0.0010933818
-19.798418,0.10558121,0.0013304476
-19.698418,0.12813732,0.0015448109
-19.598418,0.14974755,0.0014397386
-19.498418,0.17918787,0.0017632222
-19.398418,0.20098732,0.001872295
-19.298418,0.23261072,0.0021188612
-19.198418,0.254534,0.002309822
-19.098418,0.27849787,0.002199089
-18.998418,0.30483502,0.0021388858
-18.898418,0.33452974,0.0023002259
-18.798418,0.35903574,0.0021775565
-18.698418,0.37367772,0.0029344402
-18.598418,0.38978879,0.0026540023
-18.498418,0.40974419,0.0024567743
-18.398418,0.4257184,0.0029290868
-18.298418,0.42940133,0.0024171768
-18.198418,0.43719058,0.0022226484
-18.098418,0.44179943,0.0028543683
-17.998418,0.44985525,0.0029038664
-17.898418,0.45234916,0.003110617
-17.798418,0.45282642,0.0030048662
-17.698418,0.45284572,0.0032142846
-17.598418,0.45127467,0.0024090398
-17.498418,0.45041839,0.0020872693
-17.398418,0.4515828,0.0027746049
-17.298418,0.4533686,0.0028834499
-17.198418,0.45077659,0.0024748593
-17.098418,0.44839612,0.0023290062
-16.998418,0.45106163,0.0027101272
-16.898418,0.4619441,0.0028738335
-16.798418,0.46188795,0.0023611923
-16.698418,0.46089147,0.0028944111
-16.598418,0.46688341,0.0025518737
-16.498418,0.4592282,0.0029414666
-16.398418,0.4649351,0.0026617954
-16.298418,0.45657565,0.0026313137
-16.198418,0.45968235,0.0027477111
-16.098418,0.46063772,0.0031479735
-15.998418,0.46479189,0.0029069497
-15.898418,0.45730718,0.0026841473
-15.798418,0.45194009,0.0027981426
-15.698418,0.45143273,0.0025852401
-15.598418,0.45196843,0.0030334682
-15.498418,0.44328789,0.0026718237
-15.398418,0.4347065,0.0026068578
-15.298418,0.43838412,0.0029280765
