x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
-5.3693702,0,0
-5.2693702,0,0
-5.1693702,0,0
-5.0693702,0,0
-4.9693702,0,0
-4.8693702,0,0
-4.7693702,2.2376016e-05,2.2376016e-05
-4.6693702,4.4752032e-05,3.0800461e-05
-4.5693702,2.2376016e-05,2.2376016e-05
-4.4693702,8.9504064e-05,4.1067281e-05
-4.3693702,4.4752032e-05,3.0800461e-05
-4.2693702,8.9504064e-05,4.1067281e-05
-4.1693702,0.00026851219,8.8318528e-05
-4.0693702,0.00038039227,9.8876462e-05
-3.9693702,0.00049227235,0.00012945968
-3.8693702,0.00062652845,0.00017301953
-3.7693702,0.00091741666,0.00025038205
-3.6693702,0.001454441,0.00032283396
-3.5693702,0.0018572093,0.00047302641
-3.4693702,0.0031773943,0.00066765915
-3.3693702,0.004117187,0.00087875825
-3.2693702,0.0057953882,0.0012386207
-3.1693702,0.0074735894,0.001591887
-3.0693702,0.011523648,0.0023828923
-2.9693702,0.014231146,0.0029348743
-2.8693702,0.020563559,0.0042536708
-2.7693702,0.026157563,0.0054876587
-2.6693702,0.033273136,0.0068719683
-2.5693702,0.043409471,0.0089873683
-2.4693702,0.054910743,0.011354291
-2.3693702,0.068828625,0.014268797
-2.2693702,0.088653776,0.018384573
-2.1693702,0.10424986,0.021262198
-2.0693702,0.1325779,0.027271463
-1.9693702,0.16256176,0.033361667
-1.8693702,0.19417907,0.040150224
-1.7693702,0.23219592,0.047430446
-1.6693702,0.27271888,0.056237959
-1.5693702,0.32040217,0.065740042
-1.4693702,0.37045732,0.076166436
-1.3693702,0.41717844,0.085874152
-1.2693702,0.47819784,0.097946049
-1.1693702,0.54094019,0.1109443
-1.0693702,0.59618657,0.12235952
-0.96937024,0.66087563,0.13597846
-0.86937024,0.71630103,0.14684655
-0.76937024,0.77282284,0.15871143
-0.66937024,0.81880556,0.16807258
-0.56937024,0.86698112,0.17809827
-0.46937024,0.91466441,0.18835699
-0.36937024,0.94019544,0.19297956
-0.26937024,0.96821021,0.19898408
-0.16937024,0.97590756,0.20019688
-0.069370244,0.9832469,0.2016873
0.030629756,0.97984574,0.20119802
0.13062976,0.96588311,0.19836146
0.23062976,0.92788863,0.19038245
0.33062976,0.90408055,0.18522053
0.43062976,0.86519104,0.17675567
0.53062976,0.81954396,0.16821309
0.63062976,0.76176909,0.15672454
0.73062976,0.71173632,0.14550722
0.83062976,0.65024703,0.13271517
