x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
-5.2272029,0,0
-5.1272029,2.2376016e-05,2.2376016e-05
-5.0272029,0,0
-4.9272029,4.4752032e-05,3.0800461e-05
-4.8272029,0,0
-4.7272029,0,0
-4.6272029,0,0
-4.5272029,0,0
-4.4272029,6.7128048e-05,3.6659881e-05
-4.3272029,2.2376016e-05,2.2376016e-05
-4.2272029,0.0001342561,5.7163236e-05
-4.1272029,0.0001342561,8.018643e-05
-4.0272029,0.00033564024,0.00010202451
-3.9272029,0.00033564024,0.00012935786
-3.8272029,0.00049227235,0.00015872119
-3.7272029,0.00089504064,0.00023185745
-3.6272029,0.0013201849,0.00027061399
-3.5272029,0.001432065,0.00034907189
-3.4272029,0.0022823536,0.00050076409
-3.3272029,0.004117187,0.00083002655
-3.2272029,0.0051017317,0.0010666628
-3.1272029,0.0074064613,0.0015969692
-3.0272029,0.009711191,0.0019871271
-2.9272029,0.013694122,0.0027800911
-2.8272029,0.018527341,0.0037202741
-2.7272029,0.024412234,0.0049523415
-2.6272029,0.030409006,0.0060873219
-2.5272029,0.040276829,0.0081261088
-2.4272029,0.051509589,0.010268098
-2.3272029,0.066143503,0.013372848
-2.2272029,0.084312828,0.016921495
-2.1272029,0.10328769,0.020510979
-2.0272029,0.12326947,0.025064555
-1.9272029,0.15092623,0.030324021
-1.8272029,0.18317007,0.0357935
-1.7272029,0.22311126,0.044653805
-1.6272029,0.25996455,0.051896831
-1.5272029,0.31205592,0.062173164
-1.4272029,0.35488361,0.070687255
-1.3272029,0.41142781,0.081706942
-1.2272029,0.46620429,0.092503275
-1.1272029,0.52503084,0.10468905
-1.0272029,0.57866615,0.11429793
-0.92720288,0.63664241,0.12621845
-0.82720288,0.70265166,0.13837248
-0.72720288,0.75957624,0.14990614
-0.62720288,0.81739587,0.162204
-0.52720288,0.86093959,0.17101765
-0.42720288,0.90170869,0.17828929
-0.32720288,0.93607826,0.1859805
-0.22720288,0.957962,0.19028583
-0.12720288,0.97825705,0.19374513
-0.027202876,0.9778319,0.19308991
0.072797124,0.97691448,0.19223147
0.17279712,0.97035831,0.19205987
0.27279712,0.95341967,0.18871101
0.37279712,0.91855783,0.18149476
0.47279712,0.87783349,0.17391225
0.57279712,0.83339472,0.16536168
0.67279712,0.77729805,0.15327232
0.77279712,0.7266835,0.1444566
0.87279712,0.66960228,0.13294355
0.97279712,0.6078221,0.12056695
1.0727971,0.55192681,0.10970466
1.1727971,0.49238423,0.097428256
1.2727971,0.43261789,0.086047152
1.3727971,0.38173483,0.074620137
1.4727971,0.32758487,0.065310544
1.5727971,0.27840239,0.055051863
1.6727971,0.23937862,0.04727335
1.7727971,0.206374,0.040666398
1.8727971,0.16665657,0.032895434
1.9727971,0.13512876,0.026759566
2.0727971,0.11286462,0.022060662
2.1727971,0.088340511,0.017749174
2.2727971,0.072162652,0.01437468
2.3727971,0.057103593,0.011532907
2.4727971,0.044192632,0.0090803554
2.5727971,0.033989168,0.0067925298
2.6727971,0.026694587,0.0054095792
2.7727971,0.019847526,0.0039963227
2.8727971,0.016379244,0.0034190824
2.9727971,0.010919496,0.0022247041
3.0727971,0.008391006,0.0016477767
3.1727971,0.0057282601,0.0012344117
3.2727971,0.0048332195,0.00098988335
3.3727971,0.0033564024,0.00075967533
3.4727971,0.0018572093,0.00041230584
3.5727971,0.0014768171,0.00030125727
3.6727971,0.00096216869,0.00027980617
3.7727971,0.00058177642,0.00015604216
3.8727971,0.00044752032,0.00014151835
3.9727971,0.0004251443,0.00014690884
4.0727971,0.00022376016,6.8871924e-05
4.1727971,0.00017900813,5.0296942e-05
4.2727971,8.9504064e-05,5.2350717e-05
4.3727971,6.7128048e-05,3.6659881e-05
4.4727971,8.9504064e-05,4.1067281e-05
4.5727971,2.2376016e-05,2.2376016e-05
4.6727971,2.2376016e-05,2.2376016e-05
4.7727971,2.2376016e-05,2.2376016e-05
4.8727971,6.7128048e-05,3.6659881e-05
4.9727971,0.00017900813,5.0296942e-05
5.0727971,0.00031326422,9.2401383e-05
5.1727971,0.00020138414,9.4516104e-05
5.2727971,0.00038039227,0.000109017
5.3727971,0.00080553658,0.00021190478
5.4727971,0.00071603251,0.00019855085
5.5727971,0.001387313,0.00031959343
5.6727971,0.0022599776,0.00054951471
5.7727971,0.0035577866,0.00073065938
5.8727971,0.0039829309,0.00084406751
5.9727971,0.0066009247,0.0014177416
6.0727971,0.0079658617,0.0016091747
6.1727971,0.011411768,0.0023220951
6.2727971,0.014880051,0.0029433516
6.3727971,0.020116038,0.0039357524
6.4727971,0.027947644,0.0056861387
6.5727971,0.033899664,0.006825071
6.6727971,0.041910278,0.0085362468
6.7727971,0.050569796,0.0099754721
6.8727971,0.064778566,0.012908291
6.9727971,0.078718824,0.015665193
7.0727971,0.092636706,0.018468552
7.1727971,0.10964248,0.021703509
7.2727971,0.12830408,0.025738247
7.3727971,0.14922565,0.029609863
7.4727971,0.16611954,0.033029904
7.5727971,0.18265542,0.036361075
7.6727971,0.20120514,0.040357791
7.7727971,0.21445174,0.04201498
7.8727971,0.21982198,0.043660039
7.9727971,0.23485866,0.04693694
8.0727971,0.23599984,0.046926875
8.1727971,0.24043029,0.047714962
8.2727971,0.2307191,0.045540466
8.3727971,0.21469787,0.042368194
8.4727971,0.20028772,0.039059085
8.5727971,0.1861237,0.036818139
8.6727971,0.16224849,0.031944308
8.7727971,0.1360238,0.027214056
8.8727971,0.11429669,0.02217318
8.9727971,0.092770963,0.018534784
9.0727971,0.069567034,0.013917449
9.1727971,0.050994941,0.010079198
9.2727971,0.035846378,0.0072038335
9.3727971,0.021055831,0.0043294434
9.4727971,0.012530569,0.0025973229
9.5727971,0.0071603251,0.0013975703
9.6727971,0.0032892744,0.00071961183
9.7727971,0.0015215691,0.00033489354
