x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
-5.2573448,0,0
-5.1573448,0,0
-5.0573448,0,0
-4.9573448,0,0
-4.8573448,2.2376016e-05,2.2376016e-05
-4.7573448,2.2376016e-05,2.2376016e-05
-4.6573448,2.2376016e-05,2.2376016e-05
-4.5573448,2.2376016e-05,2.2376016e-05
-4.4573448,0.00011188008,5.5049691e-05
-4.3573448,6.7128048e-05,3.6659881e-05
-4.2573448,8.9504064e-05,4.1067281e-05
-4.1573448,8.9504064e-05,4.1067281e-05
-4.0573448,0.00024613618,6.8680347e-05
-3.9573448,0.00046989634,0.00013177975
-3.8573448,0.00073840853,0.00016642069
-3.7573448,0.00087266463,0.00019874984
-3.6573448,0.0012306809,0.00030261007
-3.5573448,0.0019243374,0.00037596754
-3.4573448,0.0032668983,0.0006237463
-3.3573448,0.0044080752,0.00074409661
-3.2573448,0.0057058841,0.0010464479
-3.1573448,0.0081448698,0.001477709
-3.0573448,0.011859289,0.0021554211
-2.9573448,0.015618459,0.0027964414
-2.8573448,0.019869902,0.0034473286
-2.7573448,0.025396778,0.004279414
-2.6573448,0.035846378,0.00627679
-2.5573448,0.044349264,0.0076882582
-2.4573448,0.056700825,0.0098628881
-2.3573448,0.068739121,0.012137509
-2.2573448,0.089011792,0.015743455
-2.1573448,0.11212622,0.019453836
-2.0573448,0.13812715,0.023657777
-1.9573448,0.16679082,0.029372117
-1.8573448,0.20024297,0.034365618
-1.7573448,0.24047504,0.041541213
-1.6573448,0.28274334,0.049011768
-1.5573448,0.33006861,0.057484343
-1.4573448,0.37634221,0.065290572
-1.3573448,0.42908248,0.073691433
-1.2573448,0.48696924,0.084409325
-1.1573448,0.54747398,0.094386164
-1.0573448,0.60719557,0.10453357
-0.95734476,0.66640251,0.11509169
-0.85734476,0.72301383,0.12540804
-0.75734476,0.78490589,0.13569322
-0.65734476,0.83308145,0.14425023
-0.55734476,0.88029485,0.1528773
-0.45734476,0.91184503,0.15719641
-0.35734476,0.94684112,0.16383639
-0.25734476,0.96275047,0.16730842
-0.15734476,0.98091979,0.16842761
-0.05734476,0.9859544,0.17041287
0.04265524,0.98194909,0.16891766
0.14265524,0.9612289,0.1666066
0.24265524,0.93498183,0.16286648
0.34265524,0.90448332,0.15502428
0.44265524,0.85747131,0.14844694
0.54265524,0.80730428,0.13885739
0.64265524,0.75787566,0.13101606
0.74265524,0.70175662,0.12177493
