x_over_lstar,density_mean_2pi_rho_lstar2,density_stderr
-5.3695589,0,0
-5.2695589,0,0
-5.1695589,0,0
-5.0695589,0,0
-4.9695589,2.2376016e-05,2.2376016e-05
-4.8695589,0,0
-4.7695589,2.2376016e-05,2.2376016e-05
-4.6695589,2.2376016e-05,2.2376016e-05
-4.5695589,4.4752032e-05,3.0800461e-05
-4.4695589,0,0
-4.3695589,8.9504064e-05,6.9632963e-05
-4.2695589,0.00011188008,4.4456636e-05
-4.1695589,0.0001342561,5.7163236e-05
-4.0695589,0.00029088821,0.000109017
-3.9695589,0.00035801626,8.3408042e-05
-3.8695589,0.00060415243,0.00016642069
-3.7695589,0.00060415243,0.00020086005
-3.6695589,0.00080553658,0.00022163019
-3.5695589,0.0012978089,0.00029381767
-3.4695589,0.0017677053,0.00036512225
-3.3695589,0.0029312581,0.00065295282
-3.2695589,0.004251443,0.00087207558
-3.1695589,0.0054821239,0.0011236776
-3.0695589,0.0072722052,0.0016252331
-2.9695589,0.0093979267,0.001964695
-2.8695589,0.014141642,0.0028482609
-2.7695589,0.018012693,0.0036712856
-2.6695589,0.025083514,0.0049119493
-2.5695589,0.032691359,0.0065533746
-2.4695589,0.039471292,0.007899089
-2.3695589,0.052650766,0.010558629
-2.2695589,0.066971416,0.013355246
-2.1695589,0.084402333,0.016919284
-2.0695589,0.10454075,0.020518604
-1.9695589,0.12801319,0.025928904
-1.8695589,0.15790755,0.031592731
-1.7695589,0.18516153,0.036466018
-1.6695589,0.22436431,0.044465601
-1.5695589,0.26461877,0.05276038
-1.4695589,0.30807299,0.06078343
-1.3695589,0.35602479,0.069531228
-1.2695589,0.41319551,0.081755033
-1.1695589,0.46680845,0.092323298
-1.0695589,0.52514272,0.10405698
-0.96955893,0.58535658,0.11618247
-0.86955893,0.64507817,0.12811653
-0.76955893,0.7057843,0.13945505
-0.66955893,0.75521292,0.14929614
-0.56955893,0.81603093,0.16184743
-0.46955893,0.86264017,0.17121347
-0.36955893,0.9017982,0.17823087
-0.26955893,0.93354977,0.18456987
-0.16955893,0.96409303,0.19092571
-0.06955893,0.97534816,0.19336446
0.03044107,0.98971357,0.1967209
0.13044107,0.9870732,0.19489351
0.23044107,0.97418461,0.19210369
0.33044107,0.94945911,0.18777513
0.43044107,0.91730478,0.18151093
0.53044107,0.87264225,0.17239902
0.63044107,0.83522955,0.16507164
0.73044107,0.78336195,0.15565506
0.83044107,0.72538569,0.14407336
0.93044107,0.67345096,0.13290841
1.0304411,0.60835912,0.12041696
1.1304411,0.54977871,0.10867728
1.2304411,0.48685736,0.096402359
1.3304411,0.43398283,0.086211871
1.4304411,0.37748339,0.074526476
1.5304411,0.32901694,0.06439074
1.6304411,0.27965545,0.055277812
1.7304411,0.23584321,0.046798888
1.8304411,0.20355462,0.040464797
1.9304411,0.16963258,0.033826415
2.0304411,0.13877605,0.027084913
2.1304411,0.11619865,0.022757775
2.2304411,0.090980881,0.017875684
2.3304411,0.072408788,0.014529187
2.4304411,0.058737042,0.01195284
2.5304411,0.046340729,0.0090667984
2.6304411,0.03589113,0.0070411677
2.7304411,0.027142107,0.0055385927
2.8304411,0.01993703,0.0039579191
2.9304411,0.015797467,0.003146257
3.0304411,0.01168028,0.002342298
3.1304411,0.0094650548,0.0018375242
3.2304411,0.0067575568,0.0014095488
3.3304411,0.0044752032,0.00095155203
3.4304411,0.0034459065,0.00073828361
3.5304411,0.0018348333,0.00045788177
3.6304411,0.001432065,0.00034143931
3.7304411,0.0010740488,0.00024597553
3.8304411,0.0011188008,0.0002607449
3.9304411,0.00076078455,0.00022516895
4.0304411,0.00040276829,0.00011199779
4.1304411,0.00022376016,7.6140777e-05
4.2304411,0.0001342561,7.3319762e-05
4.3304411,0.00011188008,5.5049691e-05
4.4304411,6.7128048e-05,3.6659881e-05
4.5304411,6.7128048e-05,3.6659881e-05
4.6304411,0.00020138414,6.0522013e-05
4.7304411,6.7128048e-05,4.8969612e-05
4.8304411,0.00011188008,5.5049691e-05
4.9304411,0.00024613618,7.5967533e-05
5.0304411,0.00022376016,8.2773751e-05
5.1304411,0.0004251443,0.00011917917
5.2304411,0.0005594004,0.00017141286
5.3304411,0.00078316056,0.00016831011
5.4304411,0.0012530569,0.00028041767
5.5304411,0.0019467134,0.00041358213
5.6304411,0.0025732418,0.00054022892
5.7304411,0.0038710508,0.00087495659
5.8304411,0.0051241077,0.0010872534
5.9304411,0.0081001178,0.0016525754
6.0304411,0.010740488,0.0021511377
6.1304411,0.013336106,0.0026975765
6.2304411,0.016670132,0.0033666522
6.3304411,0.02291304,0.0045286571
6.4304411,0.029849605,0.0059059744
6.5304411,0.040299205,0.0080473453
6.6304411,0.049160107,0.0098009841
6.7304411,0.062652845,0.012493754
6.8304411,0.074377877,0.01491298
6.9304411,0.09205493,0.018427415
7.0304411,0.1050554,0.021109363
7.1304411,0.12696152,0.025195561
7.2304411,0.14667479,0.029177011
7.3304411,0.16956545,0.033843089
7.4304411,0.18804804,0.037063855
7.5304411,0.20993178,0.041392388
7.6304411,0.22845912,0.04515043
7.7304411,0.24378669,0.048378755
7.8304411,0.25381115,0.050512759
7.9304411,0.26591657,0.052390152
8.0304411,0.26781854,0.053236116
8.1304411,0.27043653,0.053716815
8.2304411,0.2626273,0.051982892
8.3304411,0.24642706,0.048672387
8.4304411,0.23237493,0.046248885
8.5304411,0.21425035,0.042453629
8.6304411,0.19158345,0.037837417
8.7304411,0.16285264,0.031913547
8.8304411,0.1349945,0.027001216
8.9304411,0.10970961,0.021997517
9.0304411,0.082768883,0.016503174
9.1304411,0.061489292,0.012090479
9.2304411,0.042671063,0.0086087319
9.3304411,0.027321116,0.0056339007
9.4304411,0.017319036,0.0036062855
9.5304411,0.010113959,0.0020827732
9.6304411,0.0047213394,0.0009817974
9.7304411,0.0020585935,0.00043364404
9.8304411,0.00078316056,0.00019173132
9.9304411,0.00038039227,0.00010407032
10.030441,6.7128048e-05,6.7128048e-05
10.130441,0.00017900813,5.9865335e-05
10.230441,0.00053702439,0.00013620476
10.330441,0.0014768171,0.00030300168
10.430441,0.0035354105,0.00073742647
10.530441,0.0080553658,0.0016458965
10.630441,0.013470362,0.0026634237
10.730441,0.023114425,0.004562822
10.830441,0.037793091,0.0076524305
10.930441,0.053702439,0.010703277
11.030441,0.075854694,0.014655198
11.130441,0.10013267,0.020031744
11.230441,0.12317997,0.024624404
11.330441,0.15065772,0.029886382
11.430441,0.17636776,0.034490235
11.530441,0.20474055,0.040678128
11.630441,0.22756408,0.044992324
11.730441,0.24318254,0.048373967
11.830441,0.25528797,0.05057745
11.930441,0.27160008,0.054383396
12.030441,0.27177909,0.053782756
12.130441,0.27063791,0.054034714
12.230441,0.26495441,0.052768894
12.330441,0.25016386,0.049709141
12.430441,0.23537331,0.046685124
12.530441,0.21888219,0.043412056
12.630441,0.19791586,0.039254753
12.730441,0.1778222,0.03507551
12.830441,0.15801943,0.031401115
12.930441,0.13284641,0.026301908
13.030441,0.11642241,0.023215305
13.130441,0.096843397,0.019316318
13.230441,0.079099217,0.0155618
13.330441,0.067821705,0.013303219
13.430441,0.053836695,0.010728758
13.530441,0.041529886,0.0082234987
13.630441,0.033743032,0.0064603023
13.730441,0.026470827,0.0052260309
13.830441,0.01937763,0.0037863694
13.930441,0.015663211,0.0031636137
14.030441,0.011165632,0.0022377135
14.130441,0.0082791259,0.0016683188
14.230441,0.0061757804,0.0012792804
14.330441,0.0038710508,0.00084242686
14.430441,0.0029536341,0.00072916111
14.530441,0.0020809695,0.00044548418
14.630441,0.0011411768,0.00028943512
14.730441,0.00098454471,0.00022633624
14.830441,0.0006936565,0.00022604498
14.930441,0.00040276829,0.00011199779
15.030441,0.00029088821,8.1328512e-05
15.130441,0.00031326422,0.00012191174
15.230441,4.4752032e-05,3.0800461e-05
15.330441,8.9504064e-05,4.1067281e-05
15.430441,4.4752032e-05,3.0800461e-05
15.530441,0,0
15.630441,2.2376016e-05,2.2376016e-05
15.730441,2.2376016e-05,2.2376016e-05
15.830441,0,0
15.930441,0,0
16.030441,0,0
16.130441,0,0
16.230441,2.2376016e-05,2.2376016e-05
