-25.237302,0,0
-25.137302,0,0
-25.037302,0,0
-24.937302,0,0
-24.837302,0,0
-24.737302,0,0
-24.637302,0,0
-24.537302,0,0
-24.437302,0,0
-24.337302,0,0
-24.237302,0,0
-24.137302,0,0
-24.037302,0,0
-23.937302,0,0
-23.837302,0,0
-23.737302,0,0
-23.637302,0,0
-23.537302,0,0
-23.437302,0,0
-23.337302,0,0
-23.237302,0,0
-23.137302,0,0
-23.037302,0,0
-22.937302,0,0
-22.837302,0,0
-22.737302,0,0
-22.637302,0,0
-22.537302,0,0
-22.437302,0,0
-22.337302,0,0
-22.237302,4.0578905e-06,4.0578905e-06
-22.137302,0,0
-22.037302,8.115781e-06,8.115781e-06
-21.937302,0,0
-21.837302,4.0578905e-06,4.0578905e-06
-21.737302,1.2173672e-05,8.9961645e-06
-21.637302,5.2752577e-05,3.0544778e-05
-21.537302,3.2463124e-05,1.5704992e-05
-21.437302,8.115781e-05,3.2721113e-05
-21.337302,0.00014202617,3.4670632e-05
-21.237302,0.0002556471,5.8616446e-05
-21.137302,0.00034492069,6.2526488e-05
-21.037302,0.00052346788,8.9873977e-05
-20.937302,0.00074259396,9.0154213e-05
-20.837302,0.0012051935,0.00011965105
-20.737302,0.0017611245,0.00013451209
-20.637302,0.0025402395,0.00017056291
-20.537302,0.0037738382,0.00021455036
-20.437302,0.0058252327,0.00030868734
-20.337302,0.0078641918,0.00023618979
-20.237302,0.010404431,0.00034737867
-20.137302,0.015225205,0.00039912427
-20.037302,0.019323675,0.0005107128
-19.937302,0.024992548,0.00047488829
-19.837302,0.032049219,0.00051275029
-19.737302,0.041532509,0.00079881519
-19.637302,0.052882429,0.00091787218
-19.537302,0.065770289,0.0010337731
-19.437302,0.081032016,0.00091225759
-19.337302,0.098371382,0.0010522604
-19.237302,0.11683884,0.0011240319
-19.137302,0.13631266,0.0013516748
-19.037302,0.16050305,0.0011616223
-18.937302,0.18447622,0.0015200844
-18.837302,0.21042191,0.0016831123
-18.737302,0.23489911,0.0018227864
-18.637302,0.26108062,0.0019478888
-18.537302,0.28547666,0.001675836
-18.437302,0.30872948,0.0022567877
-18.337302,0.33462059,0.0022439368
